date,end_index,beta0,beta1,s_topo,raw_level,calibrated_level,beta0_z,s_topo_drop,avg_corr,avg_vol,drivers,explanation
2007-03-30,59,6,389,4.342969,red,green,-1.054,0.000,0.474263,0.010936,,beta0 > 2: economic manifold splits into multiple islands
2007-12-20,243,7,390,4.320952,red,green,-0.325,0.000,0.444138,0.016953,aapl:0.000512;msft:0.000504;gs:0.000493,beta0 > 2: economic manifold splits into multiple islands
2007-12-21,244,7,390,4.320952,red,green,-0.325,0.000,0.454481,0.017087,gs:0.000713;aapl:0.000697;mcd:0.000649,beta0 > 2: economic manifold splits into multiple islands
2007-12-24,245,7,390,4.066779,red,green,-0.325,0.045,0.455177,0.017143,c:0.000784;aapl:0.000624;gs:0.000522,beta0 > 2: economic manifold splits into multiple islands
2007-12-26,246,7,390,4.066779,red,green,-0.325,0.045,0.446809,0.017023,mcd:0.001012;c:0.000892;hd:0.000670,beta0 > 2: economic manifold splits into multiple islands
2007-12-27,247,7,390,4.066779,red,green,-0.325,0.045,0.454527,0.017074,jpm:0.000875;bac:0.000806;gs:0.000761,beta0 > 2: economic manifold splits into multiple islands
2007-12-28,248,7,390,4.320952,red,green,-0.325,0.000,0.456335,0.017046,hd:0.000475;ibm:0.000455;xom:0.000437,beta0 > 2: economic manifold splits into multiple islands
2007-12-31,249,7,390,4.320952,red,green,-0.325,0.000,0.455381,0.017127,ko:0.000522;pep:0.000520;msft:0.000506,beta0 > 2: economic manifold splits into multiple islands
2008-01-02,250,7,390,4.320952,red,green,-0.325,0.000,0.462029,0.017230,gs:0.001051;ibm:0.001031;aapl:0.000965,beta0 > 2: economic manifold splits into multiple islands
2008-01-03,251,6,389,4.342969,red,green,-1.054,0.000,0.462685,0.017207,aapl:0.001070;ko:0.000297;ibm:0.000267,beta0 > 2: economic manifold splits into multiple islands
2008-01-04,252,5,388,4.374506,red,green,-1.783,0.000,0.470221,0.017380,aapl:0.003098;gs:0.002053;ibm:0.001189,beta0 > 2: economic manifold splits into multiple islands
2008-01-07,253,5,388,4.374506,red,green,-1.783,0.000,0.467952,0.017495,ko:0.000791;pep:0.000710;jnj:0.000603,beta0 > 2: economic manifold splits into multiple islands
2008-01-08,254,5,388,4.374506,red,green,-1.783,0.000,0.477671,0.017565,c:0.001125;pep:0.001079;bac:0.001076,beta0 > 2: economic manifold splits into multiple islands
2008-01-09,255,5,388,4.117182,red,green,-1.783,0.033,0.483964,0.017680,ko:0.000690;aapl:0.000635;msft:0.000622,beta0 > 2: economic manifold splits into multiple islands
2008-01-10,256,5,388,4.374506,red,green,-1.783,0.000,0.483463,0.017757,wmt:0.001206;c:0.001029;gs:0.000929,beta0 > 2: economic manifold splits into multiple islands
2008-01-11,257,6,389,4.087501,red,green,-1.054,0.040,0.488108,0.018069,mcd:0.003921;pg:0.001354;ko:0.001137,beta0 > 2: economic manifold splits into multiple islands
2008-01-14,258,6,389,4.342969,red,green,-1.054,0.000,0.490433,0.018160,ibm:0.002430;hd:0.001106;bac:0.000565,beta0 > 2: economic manifold splits into multiple islands
2008-01-15,259,6,389,4.342969,red,green,-1.054,0.000,0.499837,0.018495,c:0.002187;aapl:0.001805;jpm:0.001586,beta0 > 2: economic manifold splits into multiple islands
2008-01-16,260,7,390,4.320952,red,green,-0.325,0.000,0.474953,0.018573,jpm:0.002336;hd:0.001542;gs:0.001474,beta0 > 2: economic manifold splits into multiple islands
2008-01-17,261,7,390,4.320952,red,green,-0.325,0.000,0.477181,0.018753,bac:0.001504;ge:0.001480;c:0.001353,beta0 > 2: economic manifold splits into multiple islands
2008-01-18,262,8,391,4.304883,red,green,0.405,0.000,0.468528,0.018771,aapl:0.002364;ge:0.001090;jnj:0.001072,beta0 > 2: economic manifold splits into multiple islands
2008-01-22,263,9,392,4.040261,red,yellow,1.134,0.051,0.442344,0.019222,hd:0.003456;bac:0.001444;ko:0.001340,beta0 > 2: economic manifold splits into multiple islands
2008-01-23,264,8,391,4.304883,red,green,0.405,0.000,0.427745,0.020175,jpm:0.006232;aapl:0.004232;bac:0.004183,beta0 > 2: economic manifold splits into multiple islands
2008-01-24,265,9,392,4.292778,red,yellow,1.134,0.000,0.416795,0.020008,msft:0.003966;gs:0.001215;wmt:0.000974,beta0 > 2: economic manifold splits into multiple islands
2008-01-25,266,9,392,4.292778,red,yellow,1.134,0.000,0.425518,0.020119,gs:0.001220;aapl:0.001038;hd:0.001012,beta0 > 2: economic manifold splits into multiple islands
2008-01-28,267,9,392,4.292778,red,yellow,1.134,0.000,0.427789,0.020292,mcd:0.002458;pg:0.001834;bac:0.001394,beta0 > 2: economic manifold splits into multiple islands
2008-01-29,268,8,391,4.304883,red,green,0.405,0.000,0.422616,0.020277,msft:0.001264;jpm:0.000950;gs:0.000886,beta0 > 2: economic manifold splits into multiple islands
2008-01-30,269,8,391,4.304883,red,green,0.405,0.000,0.411192,0.019994,c:0.002214;bac:0.001839;jpm:0.001821,beta0 > 2: economic manifold splits into multiple islands
2008-01-31,270,8,391,4.051655,red,green,0.405,0.048,0.424367,0.020196,mcd:0.002104;bac:0.001618;hd:0.001468,beta0 > 2: economic manifold splits into multiple islands
2008-02-01,271,8,391,4.051655,red,green,0.405,0.048,0.417307,0.020354,msft:0.002765;c:0.002048;gs:0.001641,beta0 > 2: economic manifold splits into multiple islands
2008-02-04,272,8,391,4.051655,red,green,0.405,0.048,0.417895,0.020387,jpm:0.001518;hd:0.001175;gs:0.001087,beta0 > 2: economic manifold splits into multiple islands
2008-02-05,273,8,391,4.304883,red,green,0.405,0.000,0.420345,0.020537,c:0.001279;hd:0.000892;gs:0.000617,beta0 > 2: economic manifold splits into multiple islands
2008-02-06,274,8,391,4.304883,red,green,0.405,0.000,0.430524,0.020401,ibm:0.001340;xom:0.000877;ko:0.000731,beta0 > 2: economic manifold splits into multiple islands
2008-02-07,275,8,391,4.304883,red,green,0.405,0.000,0.428745,0.020375,pep:0.002872;ibm:0.001962;aapl:0.001553,beta0 > 2: economic manifold splits into multiple islands
2008-02-08,276,9,392,4.292778,red,yellow,1.134,0.000,0.430113,0.020366,aapl:0.002508;wmt:0.000795;jpm:0.000748,beta0 > 2: economic manifold splits into multiple islands
2008-02-11,277,10,393,4.283446,red,orange,1.863,0.000,0.400205,0.019597,aapl:0.004140;gs:0.003851;c:0.002761,beta0 > 2: economic manifold splits into multiple islands
2008-02-12,278,8,391,4.304883,red,green,0.405,0.000,0.399786,0.019679,jnj:0.000730;gs:0.000667;pg:0.000590,beta0 > 2: economic manifold splits into multiple islands
2008-02-13,279,7,390,4.320952,red,green,-0.325,0.000,0.402100,0.019652,aapl:0.001235;bac:0.001177;jpm:0.001175,beta0 > 2: economic manifold splits into multiple islands
2008-02-14,280,8,391,4.304883,red,green,0.405,0.000,0.406803,0.019700,hd:0.000813;pg:0.000733;bac:0.000724,beta0 > 2: economic manifold splits into multiple islands
2008-02-15,281,10,393,4.283446,red,orange,1.863,0.000,0.406328,0.019539,c:0.001665;jpm:0.001319;bac:0.001132,beta0 > 2: economic manifold splits into multiple islands
2008-02-19,282,10,393,4.283446,red,orange,1.863,0.000,0.406861,0.019475,xom:0.001245;aapl:0.001096;msft:0.000584,beta0 > 2: economic manifold splits into multiple islands
2008-02-20,283,10,393,4.283446,red,orange,1.863,0.000,0.403021,0.019425,gs:0.001139;ibm:0.000888;ge:0.000662,beta0 > 2: economic manifold splits into multiple islands
2008-02-21,284,10,393,4.283446,red,orange,1.863,0.000,0.399113,0.019316,gs:0.001137;c:0.001099;hd:0.001031,beta0 > 2: economic manifold splits into multiple islands
2008-02-22,285,10,393,4.283446,red,orange,1.863,0.000,0.393716,0.019093,hd:0.001871;gs:0.001331;jpm:0.001215,beta0 > 2: economic manifold splits into multiple islands
2008-02-25,286,10,393,4.283446,red,orange,1.863,0.000,0.390321,0.019029,jpm:0.001324;hd:0.001155;gs:0.000814,beta0 > 2: economic manifold splits into multiple islands
2008-02-26,287,10,393,4.283446,red,orange,1.863,0.000,0.366974,0.018679,gs:0.003023;c:0.002304;bac:0.001499,beta0 > 2: economic manifold splits into multiple islands
2008-02-27,288,10,393,4.283446,red,orange,1.863,0.000,0.364085,0.018786,gs:0.001853;c:0.000873;mcd:0.000590,beta0 > 2: economic manifold splits into multiple islands
2008-02-28,289,10,393,4.283446,red,orange,1.863,0.000,0.366448,0.018858,aapl:0.002214;jpm:0.001507;hd:0.001502,beta0 > 2: economic manifold splits into multiple islands
2008-02-29,290,10,393,4.283446,red,orange,1.863,0.000,0.386759,0.019083,c:0.001426;hd:0.001232;gs:0.001103,beta0 > 2: economic manifold splits into multiple islands
2008-03-03,291,10,393,4.283446,red,orange,1.863,0.000,0.387323,0.019066,gs:0.000981;aapl:0.000610;ge:0.000564,beta0 > 2: economic manifold splits into multiple islands
2008-03-04,292,10,393,4.283446,red,orange,1.863,0.000,0.379163,0.018963,c:0.001384;msft:0.000971;bac:0.000863,beta0 > 2: economic manifold splits into multiple islands
2008-03-05,293,10,393,4.283446,red,orange,1.863,0.000,0.372579,0.018891,jpm:0.000935;aapl:0.000664;bac:0.000590,beta0 > 2: economic manifold splits into multiple islands
2008-03-06,294,10,393,4.283446,red,orange,1.863,0.000,0.378808,0.019067,c:0.001121;hd:0.001045;xom:0.001010,beta0 > 2: economic manifold splits into multiple islands
2008-03-07,295,10,393,4.283446,red,orange,1.863,0.000,0.372034,0.019031,mcd:0.001105;xom:0.000738;jpm:0.000681,beta0 > 2: economic manifold splits into multiple islands
2008-03-10,296,10,393,4.283446,red,orange,1.863,0.000,0.366013,0.018983,gs:0.001301;ibm:0.000612;c:0.000596,beta0 > 2: economic manifold splits into multiple islands
2008-03-11,297,10,393,4.283446,red,orange,1.863,0.000,0.410733,0.019767,c:0.004548;bac:0.003100;ge:0.002438,beta0 > 2: economic manifold splits into multiple islands
2008-03-12,298,10,393,4.283446,red,orange,1.863,0.000,0.410983,0.019748,msft:0.000833;hd:0.000722;gs:0.000391,beta0 > 2: economic manifold splits into multiple islands
2008-03-13,299,9,392,4.292778,red,yellow,1.134,0.000,0.410897,0.019718,hd:0.001203;mcd:0.000724;ge:0.000537,beta0 > 2: economic manifold splits into multiple islands
2008-03-14,300,10,393,4.283446,red,orange,1.863,0.000,0.414224,0.019848,c:0.001861;gs:0.001457;bac:0.000900,beta0 > 2: economic manifold splits into multiple islands
2008-03-17,301,10,393,4.283446,red,orange,1.863,0.000,0.407663,0.020093,jpm:0.004810;c:0.001461;jnj:0.000792,beta0 > 2: economic manifold splits into multiple islands
2008-03-18,302,9,392,4.292778,red,yellow,1.134,0.000,0.443400,0.021376,gs:0.010256;c:0.005454;bac:0.003533,beta0 > 2: economic manifold splits into multiple islands
2008-03-19,303,9,392,4.292778,red,yellow,1.134,0.000,0.444657,0.021493,xom:0.001813;gs:0.001347;aapl:0.000877,beta0 > 2: economic manifold splits into multiple islands
2008-03-20,304,10,393,4.283446,red,orange,1.863,0.000,0.455930,0.022139,c:0.004060;bac:0.003297;jpm:0.002598,beta0 > 2: economic manifold splits into multiple islands
2008-03-24,305,10,393,4.283446,red,orange,1.863,0.000,0.454871,0.022216,hd:0.000967;aapl:0.000837;mcd:0.000633,beta0 > 2: economic manifold splits into multiple islands
2008-03-25,306,10,393,4.283446,red,orange,1.863,0.000,0.454033,0.022250,bac:0.000936;xom:0.000412;c:0.000410,beta0 > 2: economic manifold splits into multiple islands
2008-03-26,307,9,392,4.292778,red,yellow,1.134,0.000,0.449353,0.022313,c:0.000999;aapl:0.000809;jpm:0.000454,beta0 > 2: economic manifold splits into multiple islands
2008-03-27,308,9,392,4.292778,red,yellow,1.134,0.000,0.450202,0.022379,gs:0.001055;aapl:0.000829;bac:0.000584,beta0 > 2: economic manifold splits into multiple islands
2008-03-28,309,10,393,4.283446,red,orange,1.863,0.000,0.450082,0.022374,c:0.001138;aapl:0.000627;gs:0.000612,beta0 > 2: economic manifold splits into multiple islands
2008-03-31,310,10,393,4.283446,red,orange,1.863,0.000,0.447229,0.022312,ibm:0.001106;hd:0.001056;c:0.000958,beta0 > 2: economic manifold splits into multiple islands
2008-04-01,311,7,390,4.320952,red,green,-0.325,0.000,0.465380,0.023018,c:0.004649;jpm:0.003614;bac:0.002993,beta0 > 2: economic manifold splits into multiple islands
2008-04-02,312,7,390,4.320952,red,green,-0.325,0.000,0.460606,0.022842,aapl:0.002382;ibm:0.000915;hd:0.000695,beta0 > 2: economic manifold splits into multiple islands
2008-04-03,313,8,391,4.304883,red,green,0.405,0.000,0.463309,0.022766,aapl:0.000898;pep:0.000750;ko:0.000721,beta0 > 2: economic manifold splits into multiple islands
2008-04-04,314,8,391,4.304883,red,green,0.405,0.000,0.461118,0.022609,aapl:0.001033;msft:0.001027;c:0.000743,beta0 > 2: economic manifold splits into multiple islands
2008-04-07,315,8,391,4.304883,red,green,0.405,0.000,0.458380,0.022496,aapl:0.001021;msft:0.000920;ko:0.000899,beta0 > 2: economic manifold splits into multiple islands
2008-04-08,316,10,393,4.283446,red,orange,1.863,0.000,0.457043,0.022464,c:0.001047;wmt:0.000941;bac:0.000885,beta0 > 2: economic manifold splits into multiple islands
2008-04-09,317,10,393,4.283446,red,orange,1.863,0.000,0.453435,0.022176,mcd:0.003249;pg:0.001203;ko:0.000977,beta0 > 2: economic manifold splits into multiple islands
2008-04-10,318,10,393,4.283446,red,orange,1.863,0.000,0.454737,0.022068,ibm:0.001867;gs:0.000606;bac:0.000494,beta0 > 2: economic manifold splits into multiple islands
2008-04-11,319,11,394,4.276129,red,red,2.592,0.000,0.437571,0.022286,ge:0.007645;c:0.001961;jpm:0.000823,beta0 > 2: economic manifold splits into multiple islands
2008-04-14,320,11,394,4.276129,red,red,2.592,0.000,0.442815,0.022128,jpm:0.001938;aapl:0.001799;bac:0.001201,beta0 > 2: economic manifold splits into multiple islands
2008-04-15,321,12,395,4.270323,red,red,3.322,0.000,0.439442,0.021962,c:0.001457;bac:0.001319;ge:0.001251,beta0 > 2: economic manifold splits into multiple islands
2008-04-16,322,11,394,4.276129,red,red,2.592,0.000,0.447708,0.022046,jpm:0.002244;bac:0.001295;gs:0.000970,beta0 > 2: economic manifold splits into multiple islands
2008-04-17,323,10,393,4.031478,red,orange,1.863,0.053,0.463677,0.021696,hd:0.002765;wmt:0.001177;xom:0.001130,beta0 > 2: economic manifold splits into multiple islands
2008-04-18,324,9,392,4.292778,red,yellow,1.134,0.000,0.481902,0.020996,aapl:0.005405;jpm:0.004991;bac:0.002678,beta0 > 2: economic manifold splits into multiple islands
2008-04-21,325,8,391,4.304883,red,green,0.405,0.000,0.490067,0.020878,aapl:0.001417;msft:0.001123;c:0.000953,beta0 > 2: economic manifold splits into multiple islands
2008-04-22,326,8,391,4.304883,red,green,0.405,0.000,0.479927,0.020718,gs:0.000888;jpm:0.000860;xom:0.000770,beta0 > 2: economic manifold splits into multiple islands
2008-04-23,327,7,390,4.320952,red,green,-0.325,0.000,0.487976,0.020499,mcd:0.003005;msft:0.001455;jpm:0.001358,beta0 > 2: economic manifold splits into multiple islands
2008-04-24,328,7,390,4.320952,red,green,-0.325,0.000,0.488082,0.020597,gs:0.001561;c:0.001048;aapl:0.000730,beta0 > 2: economic manifold splits into multiple islands
2008-04-25,329,8,391,4.304883,red,green,0.405,0.000,0.482700,0.020712,msft:0.002291;hd:0.000927;c:0.000787,beta0 > 2: economic manifold splits into multiple islands
2008-04-28,330,6,389,4.342969,red,green,-1.054,0.000,0.477730,0.020476,mcd:0.002396;bac:0.001463;hd:0.001355,beta0 > 2: economic manifold splits into multiple islands
2008-04-29,331,6,389,4.342969,red,green,-1.054,0.000,0.483129,0.020291,msft:0.002530;c:0.001772;gs:0.000840,beta0 > 2: economic manifold splits into multiple islands
2008-04-30,332,6,389,4.342969,red,green,-1.054,0.000,0.477345,0.020232,jpm:0.001339;gs:0.000698;c:0.000672,beta0 > 2: economic manifold splits into multiple islands
2008-05-01,333,6,389,4.342969,red,green,-1.054,0.000,0.453566,0.020043,c:0.002708;gs:0.001929;jpm:0.001849,beta0 > 2: economic manifold splits into multiple islands
2008-05-02,334,6,389,4.342969,red,green,-1.054,0.000,0.453068,0.019934,aapl:0.002267;pep:0.000660;hd:0.000394,beta0 > 2: economic manifold splits into multiple islands
2008-05-05,335,5,388,4.374506,red,green,-1.783,0.000,0.466094,0.019730,pep:0.003756;jpm:0.000925;hd:0.000878,beta0 > 2: economic manifold splits into multiple islands
2008-05-06,336,6,389,4.342969,red,green,-1.054,0.000,0.472823,0.019606,jpm:0.000791;bac:0.000777;mcd:0.000698,beta0 > 2: economic manifold splits into multiple islands
2008-05-07,337,6,389,4.342969,red,green,-1.054,0.000,0.479417,0.019730,c:0.001369;aapl:0.000946;gs:0.000944,beta0 > 2: economic manifold splits into multiple islands
2008-05-08,338,6,389,4.342969,red,green,-1.054,0.000,0.482219,0.019638,aapl:0.001364;bac:0.000574;jnj:0.000564,beta0 > 2: economic manifold splits into multiple islands
2008-05-09,339,6,389,4.342969,red,green,-1.054,0.000,0.483646,0.019612,aapl:0.000965;c:0.000691;ge:0.000551,beta0 > 2: economic manifold splits into multiple islands
2008-05-12,340,6,389,4.342969,red,green,-1.054,0.000,0.478968,0.019544,jpm:0.001099;hd:0.001012;mcd:0.000967,beta0 > 2: economic manifold splits into multiple islands
2008-05-13,341,6,389,4.342969,red,green,-1.054,0.000,0.476956,0.019585,jpm:0.001230;aapl:0.000809;bac:0.000628,beta0 > 2: economic manifold splits into multiple islands
2008-05-14,342,6,389,4.342969,red,green,-1.054,0.000,0.478474,0.019559,gs:0.000596;xom:0.000454;ibm:0.000421,beta0 > 2: economic manifold splits into multiple islands
2008-05-15,343,7,390,4.320952,red,green,-0.325,0.000,0.478935,0.019583,ibm:0.000685;gs:0.000518;pep:0.000510,beta0 > 2: economic manifold splits into multiple islands
2008-05-16,344,7,390,4.320952,red,green,-0.325,0.000,0.476189,0.019571,xom:0.000480;mcd:0.000408;msft:0.000283,beta0 > 2: economic manifold splits into multiple islands
2008-05-19,345,7,390,4.320952,red,green,-0.325,0.000,0.474868,0.019590,jpm:0.000568;gs:0.000507;ibm:0.000428,beta0 > 2: economic manifold splits into multiple islands
2008-05-20,346,7,390,4.320952,red,green,-0.325,0.000,0.478979,0.019700,hd:0.001961;jpm:0.001534;msft:0.000740,beta0 > 2: economic manifold splits into multiple islands
2008-05-21,347,7,390,4.320952,red,green,-0.325,0.000,0.492184,0.019744,ibm:0.001650;c:0.001358;aapl:0.001336,beta0 > 2: economic manifold splits into multiple islands
2008-05-22,348,6,389,4.342969,red,green,-1.054,0.000,0.493408,0.019741,gs:0.001415;ko:0.000975;aapl:0.000789,beta0 > 2: economic manifold splits into multiple islands
2008-05-23,349,6,389,4.342969,red,green,-1.054,0.000,0.496670,0.019640,aapl:0.001289;hd:0.001186;jpm:0.000892,beta0 > 2: economic manifold splits into multiple islands
2008-05-27,350,6,389,4.087501,red,green,-1.054,0.040,0.477291,0.019371,c:0.001683;aapl:0.001591;hd:0.001528,beta0 > 2: economic manifold splits into multiple islands
2008-05-28,351,6,389,4.342969,red,green,-1.054,0.000,0.477308,0.019336,aapl:0.000869;ko:0.000731;gs:0.000726,beta0 > 2: economic manifold splits into multiple islands
2008-05-29,352,6,389,4.342969,red,green,-1.054,0.000,0.478718,0.019361,c:0.001366;jnj:0.000810;bac:0.000663,beta0 > 2: economic manifold splits into multiple islands
2008-05-30,353,6,389,4.342969,red,green,-1.054,0.000,0.479642,0.019353,msft:0.000462;ko:0.000321;pep:0.000306,beta0 > 2: economic manifold splits into multiple islands
2008-06-02,354,7,390,4.320952,red,green,-0.325,0.000,0.477658,0.019187,hd:0.001017;xom:0.000799;c:0.000755,beta0 > 2: economic manifold splits into multiple islands
2008-06-03,355,7,390,4.320952,red,green,-0.325,0.000,0.480192,0.019161,jnj:0.000754;msft:0.000561;ge:0.000466,beta0 > 2: economic manifold splits into multiple islands
2008-06-04,356,7,390,4.320952,red,green,-0.325,0.000,0.483294,0.018975,c:0.001422;hd:0.001097;mcd:0.000895,beta0 > 2: economic manifold splits into multiple islands
2008-06-05,357,7,390,4.320952,red,green,-0.325,0.000,0.453146,0.018394,c:0.003222;bac:0.002627;jpm:0.001921,beta0 > 2: economic manifold splits into multiple islands
2008-06-06,358,7,390,4.320952,red,green,-0.325,0.000,0.485560,0.018808,jpm:0.001345;c:0.001340;ibm:0.001126,beta0 > 2: economic manifold splits into multiple islands
2008-06-09,359,8,391,4.304883,red,green,0.405,0.000,0.473543,0.019007,jpm:0.001933;mcd:0.001140;aapl:0.000875,beta0 > 2: economic manifold splits into multiple islands
2008-06-10,360,7,390,4.320952,red,green,-0.325,0.000,0.458900,0.018937,c:0.002194;ko:0.001770;pep:0.001746,beta0 > 2: economic manifold splits into multiple islands
2008-06-11,361,6,389,4.342969,red,green,-1.054,0.000,0.478989,0.018845,jpm:0.004881;jnj:0.000942;msft:0.000925,beta0 > 2: economic manifold splits into multiple islands
2008-06-12,362,5,388,4.117182,red,green,-1.783,0.033,0.432835,0.017739,gs:0.009753;c:0.003958;bac:0.003242,beta0 > 2: economic manifold splits into multiple islands
2008-06-13,363,5,388,4.374506,red,green,-1.783,0.000,0.421227,0.017794,gs:0.002678;xom:0.002114;hd:0.001428,beta0 > 2: economic manifold splits into multiple islands
2008-06-16,364,5,388,4.374506,red,green,-1.783,0.000,0.386298,0.016954,c:0.004033;bac:0.003813;jpm:0.003309,beta0 > 2: economic manifold splits into multiple islands
2008-06-17,365,6,389,4.342969,red,green,-1.054,0.000,0.386124,0.016877,hd:0.001672;c:0.001125;bac:0.001036,beta0 > 2: economic manifold splits into multiple islands
2008-06-18,366,5,388,4.374506,red,green,-1.783,0.000,0.392158,0.016951,mcd:0.000600;jnj:0.000550;aapl:0.000541,beta0 > 2: economic manifold splits into multiple islands
2008-06-19,367,5,388,4.374506,red,green,-1.783,0.000,0.393425,0.016859,c:0.001657;jpm:0.001181;xom:0.000840,beta0 > 2: economic manifold splits into multiple islands
2008-06-20,368,5,388,4.374506,red,green,-1.783,0.000,0.404985,0.016998,pg:0.001028;c:0.000978;gs:0.000966,beta0 > 2: economic manifold splits into multiple islands
2008-06-23,369,5,388,4.374506,red,green,-1.783,0.000,0.400379,0.017122,xom:0.001271;hd:0.001240;bac:0.001051,beta0 > 2: economic manifold splits into multiple islands
2008-06-24,370,7,390,4.320952,red,green,-0.325,0.000,0.397219,0.017124,bac:0.000970;msft:0.000512;jpm:0.000470,beta0 > 2: economic manifold splits into multiple islands
2008-06-25,371,5,388,4.117182,red,green,-1.783,0.033,0.367095,0.016201,c:0.005810;jpm:0.004626;bac:0.003971,beta0 > 2: economic manifold splits into multiple islands
2008-06-26,372,4,387,4.422704,red,green,-2.512,0.000,0.399887,0.016678,bac:0.002326;c:0.002199;aapl:0.001613,beta0 > 2: economic manifold splits into multiple islands
2008-06-27,373,4,387,4.422704,red,green,-2.512,0.000,0.402470,0.016776,pg:0.001087;jpm:0.000924;ko:0.000852,beta0 > 2: economic manifold splits into multiple islands
2008-06-30,374,4,387,4.422704,red,green,-2.512,0.000,0.398877,0.016840,ge:0.000589;aapl:0.000511;c:0.000433,beta0 > 2: economic manifold splits into multiple islands
2008-07-01,375,4,387,4.422704,red,green,-2.512,0.000,0.396274,0.016953,aapl:0.000928;pg:0.000736;msft:0.000605,beta0 > 2: economic manifold splits into multiple islands
2008-07-02,376,4,387,4.422704,red,green,-2.512,0.000,0.388364,0.017111,bac:0.001031;pep:0.000850;msft:0.000850,beta0 > 2: economic manifold splits into multiple islands
2008-07-03,377,4,387,4.422704,red,green,-2.512,0.000,0.390078,0.017138,gs:0.000730;jpm:0.000722;ge:0.000608,beta0 > 2: economic manifold splits into multiple islands
2008-07-07,378,4,387,4.422704,red,green,-2.512,0.000,0.384908,0.017220,gs:0.001311;hd:0.000925;bac:0.000880,beta0 > 2: economic manifold splits into multiple islands
2008-07-08,379,5,388,4.117182,red,green,-1.783,0.033,0.397414,0.017200,ge:0.009324;bac:0.005304;c:0.002493,beta0 > 2: economic manifold splits into multiple islands
2008-07-09,380,5,388,4.374506,red,green,-1.783,0.000,0.406788,0.017446,ibm:0.001139;bac:0.001132;aapl:0.000946,beta0 > 2: economic manifold splits into multiple islands
2008-07-10,381,4,387,4.422704,red,green,-2.512,0.000,0.401583,0.017510,ibm:0.000716;wmt:0.000659;hd:0.000520,beta0 > 2: economic manifold splits into multiple islands
2008-07-11,382,4,387,4.422704,red,green,-2.512,0.000,0.398800,0.017349,jpm:0.003041;bac:0.001687;gs:0.001673,beta0 > 2: economic manifold splits into multiple islands
2008-07-14,383,4,387,4.422704,red,green,-2.512,0.000,0.396124,0.017457,bac:0.002393;c:0.001965;jpm:0.001297,beta0 > 2: economic manifold splits into multiple islands
2008-07-15,384,6,389,4.342969,red,green,-1.054,0.000,0.380309,0.017491,bac:0.002838;c:0.001903;gs:0.001633,beta0 > 2: economic manifold splits into multiple islands
2008-07-16,385,6,389,4.087501,red,green,-1.054,0.040,0.392850,0.019511,bac:0.017046;jpm:0.010550;c:0.007344,beta0 > 2: economic manifold splits into multiple islands
2008-07-17,386,6,389,4.342969,red,green,-1.054,0.000,0.377714,0.020357,bac:0.008798;jpm:0.006582;c:0.003661,beta0 > 2: economic manifold splits into multiple islands
2008-07-18,387,7,390,4.320952,red,green,-0.325,0.000,0.369455,0.020570,c:0.003027;msft:0.002324;aapl:0.001426,beta0 > 2: economic manifold splits into multiple islands
2008-07-21,388,7,390,4.066779,red,green,-0.325,0.045,0.369883,0.020438,gs:0.001892;jpm:0.001404;hd:0.001018,beta0 > 2: economic manifold splits into multiple islands
2008-07-22,389,9,392,4.292778,red,yellow,1.134,0.000,0.387937,0.020826,bac:0.005079;msft:0.002543;ko:0.001627,beta0 > 2: economic manifold splits into multiple islands
2008-07-23,390,8,391,4.304883,red,green,0.405,0.000,0.385520,0.021010,hd:0.001631;ge:0.001053;msft:0.000883,beta0 > 2: economic manifold splits into multiple islands
2008-07-24,391,8,391,4.304883,red,green,0.405,0.000,0.393186,0.021398,c:0.003176;bac:0.002348;jpm:0.001961,beta0 > 2: economic manifold splits into multiple islands
2008-07-25,392,8,391,4.304883,red,green,0.405,0.000,0.394997,0.021385,msft:0.000902;c:0.000742;bac:0.000598,beta0 > 2: economic manifold splits into multiple islands
2008-07-28,393,8,391,4.304883,red,green,0.405,0.000,0.406730,0.021382,c:0.002539;bac:0.001747;aapl:0.001660,beta0 > 2: economic manifold splits into multiple islands
2008-07-29,394,8,391,4.304883,red,green,0.405,0.000,0.420553,0.022001,bac:0.005811;jpm:0.003063;hd:0.001690,beta0 > 2: economic manifold splits into multiple islands
2008-07-30,395,8,391,4.304883,red,green,0.405,0.000,0.421318,0.022131,xom:0.001771;bac:0.001300;gs:0.000815,beta0 > 2: economic manifold splits into multiple islands
2008-07-31,396,7,390,4.320952,red,green,-0.325,0.000,0.421964,0.022226,xom:0.001892;msft:0.000770;jpm:0.000530,beta0 > 2: economic manifold splits into multiple islands
2008-08-01,397,7,390,4.320952,red,green,-0.325,0.000,0.416741,0.022128,c:0.001533;ko:0.001287;gs:0.000911,beta0 > 2: economic manifold splits into multiple islands
2008-08-04,398,6,389,4.342969,red,green,-1.054,0.000,0.413491,0.022203,xom:0.001418;aapl:0.000631;pep:0.000511,beta0 > 2: economic manifold splits into multiple islands
2008-08-05,399,7,390,4.320952,red,green,-0.325,0.000,0.434350,0.022617,c:0.002043;aapl:0.001844;ge:0.001502,beta0 > 2: economic manifold splits into multiple islands
2008-08-06,400,8,391,4.304883,red,green,0.405,0.000,0.431671,0.022573,mcd:0.000911;hd:0.000606;gs:0.000598,beta0 > 2: economic manifold splits into multiple islands
