date,end_index,beta0,beta1,s_topo,raw_level,calibrated_level,beta0_z,s_topo_drop,avg_corr,avg_vol,drivers,explanation
2007-03-30,59,6,389,4.342969,red,green,-1.054,0.000,0.474263,0.010936,,beta0 > 2: economic manifold splits into multiple islands
2008-08-07,401,8,391,4.304883,red,green,0.405,0.000,0.432935,0.022807,wmt:0.002373;c:0.001232;bac:0.001010,beta0 > 2: economic manifold splits into multiple islands
2008-08-08,402,8,391,4.304883,red,green,0.405,0.000,0.446158,0.023284,mcd:0.003138;hd:0.003068;aapl:0.001331,beta0 > 2: economic manifold splits into multiple islands
2008-08-11,403,8,391,4.304883,red,green,0.405,0.000,0.442887,0.023317,hd:0.001031;bac:0.000806;ibm:0.000567,beta0 > 2: economic manifold splits into multiple islands
2008-08-12,404,7,390,4.320952,red,green,-0.325,0.000,0.436640,0.023610,jpm:0.003124;gs:0.001885;bac:0.001510,beta0 > 2: economic manifold splits into multiple islands
2008-08-13,405,6,389,4.342969,red,green,-1.054,0.000,0.435632,0.023716,bac:0.001928;c:0.000822;hd:0.000799,beta0 > 2: economic manifold splits into multiple islands
2008-08-14,406,7,390,4.320952,red,green,-0.325,0.000,0.433708,0.023612,hd:0.001918;jpm:0.001548;bac:0.001359,beta0 > 2: economic manifold splits into multiple islands
2008-08-15,407,7,390,4.320952,red,green,-0.325,0.000,0.425175,0.023544,c:0.001489;pg:0.000973;aapl:0.000812,beta0 > 2: economic manifold splits into multiple islands
2008-08-18,408,6,389,4.342969,red,green,-1.054,0.000,0.429335,0.023578,c:0.001606;bac:0.001098;ko:0.001065,beta0 > 2: economic manifold splits into multiple islands
2008-08-19,409,6,389,4.342969,red,green,-1.054,0.000,0.428761,0.023615,hd:0.000959;aapl:0.000718;xom:0.000709,beta0 > 2: economic manifold splits into multiple islands
2008-08-20,410,6,389,4.342969,red,green,-1.054,0.000,0.428197,0.023587,bac:0.000866;ibm:0.000840;jpm:0.000668,beta0 > 2: economic manifold splits into multiple islands
2008-08-21,411,6,389,4.342969,red,green,-1.054,0.000,0.429816,0.023579,hd:0.000452;ibm:0.000426;xom:0.000383,beta0 > 2: economic manifold splits into multiple islands
2008-08-22,412,4,387,4.422704,red,green,-2.512,0.000,0.436664,0.023664,jnj:0.000691;jpm:0.000625;msft:0.000557,beta0 > 2: economic manifold splits into multiple islands
2008-08-25,413,4,387,4.422704,red,green,-2.512,0.000,0.445637,0.023816,ge:0.000802;pg:0.000767;jpm:0.000736,beta0 > 2: economic manifold splits into multiple islands
2008-08-26,414,4,387,4.422704,red,green,-2.512,0.000,0.441758,0.023780,jpm:0.000573;c:0.000560;xom:0.000538,beta0 > 2: economic manifold splits into multiple islands
2008-08-27,415,4,387,4.422704,red,green,-2.512,0.000,0.443421,0.023759,xom:0.000719;bac:0.000555;msft:0.000554,beta0 > 2: economic manifold splits into multiple islands
2008-08-28,416,3,386,4.504231,red,green,-3.241,0.000,0.444794,0.023909,bac:0.001776;c:0.001667;jpm:0.001306,beta0 > 2: economic manifold splits into multiple islands
2008-08-29,417,3,386,4.504231,red,green,-3.241,0.000,0.444003,0.023864,xom:0.001700;wmt:0.001380;msft:0.000931,beta0 > 2: economic manifold splits into multiple islands
2008-09-02,418,3,386,4.504231,red,green,-3.241,0.000,0.417562,0.023680,bac:0.001611;c:0.001582;hd:0.001520,beta0 > 2: economic manifold splits into multiple islands
2008-09-03,419,4,387,4.422704,red,green,-2.512,0.000,0.422682,0.023569,jpm:0.002160;mcd:0.001606;hd:0.001516,beta0 > 2: economic manifold splits into multiple islands
2008-09-04,420,4,387,4.422704,red,green,-2.512,0.000,0.435002,0.023750,c:0.002330;bac:0.001975;ko:0.001507,beta0 > 2: economic manifold splits into multiple islands
2008-09-05,421,4,387,4.422704,red,green,-2.512,0.000,0.428868,0.023676,c:0.001752;bac:0.001547;jpm:0.001410,beta0 > 2: economic manifold splits into multiple islands
2008-09-08,422,4,387,4.422704,red,green,-2.512,0.000,0.449907,0.023956,ge:0.001667;bac:0.001649;hd:0.001255,beta0 > 2: economic manifold splits into multiple islands
2008-09-09,423,4,387,4.422704,red,green,-2.512,0.000,0.456629,0.024082,gs:0.002692;c:0.002482;bac:0.001869,beta0 > 2: economic manifold splits into multiple islands
2008-09-10,424,4,387,4.422704,red,green,-2.512,0.000,0.458501,0.024078,xom:0.000923;pep:0.000903;ibm:0.000788,beta0 > 2: economic manifold splits into multiple islands
2008-09-11,425,4,387,4.422704,red,green,-2.512,0.000,0.460613,0.024116,jpm:0.001803;msft:0.001145;bac:0.001105,beta0 > 2: economic manifold splits into multiple islands
2008-09-12,426,4,387,4.422704,red,green,-2.512,0.000,0.453765,0.024150,ge:0.001242;bac:0.000964;xom:0.000900,beta0 > 2: economic manifold splits into multiple islands
2008-09-15,427,4,387,4.422704,red,green,-2.512,0.000,0.472476,0.025460,bac:0.009441;c:0.006289;gs:0.006032,beta0 > 2: economic manifold splits into multiple islands
2008-09-16,428,3,386,4.504231,red,green,-3.241,0.000,0.460874,0.025597,bac:0.003786;jpm:0.003700;xom:0.001709,beta0 > 2: economic manifold splits into multiple islands
2008-09-17,429,4,387,4.162545,red,green,-2.512,0.022,0.496500,0.026689,gs:0.006070;jpm:0.004068;aapl:0.003461,beta0 > 2: economic manifold splits into multiple islands
2008-09-18,430,4,387,4.162545,red,green,-2.512,0.022,0.507144,0.027686,c:0.008346;jpm:0.004177;bac:0.003230,beta0 > 2: economic manifold splits into multiple islands
2008-09-19,431,5,388,4.117182,red,green,-1.783,0.033,0.475883,0.029503,gs:0.011963;c:0.011906;bac:0.009158,beta0 > 2: economic manifold splits into multiple islands
2008-09-22,432,6,389,4.342969,red,green,-1.054,0.000,0.475510,0.029793,jpm:0.003919;hd:0.001411;ge:0.001285,beta0 > 2: economic manifold splits into multiple islands
2008-09-23,433,6,389,4.342969,red,green,-1.054,0.000,0.475630,0.029786,ge:0.001187;gs:0.001038;aapl:0.000881,beta0 > 2: economic manifold splits into multiple islands
2008-09-24,434,6,389,4.342969,red,green,-1.054,0.000,0.473966,0.029841,gs:0.001835;c:0.000655;aapl:0.000573,beta0 > 2: economic manifold splits into multiple islands
2008-09-25,435,6,389,4.342969,red,green,-1.054,0.000,0.485070,0.030005,jpm:0.001821;msft:0.001229;xom:0.001008,beta0 > 2: economic manifold splits into multiple islands
2008-09-26,436,6,389,4.342969,red,green,-1.054,0.000,0.487904,0.030053,jpm:0.003012;bac:0.002101;msft:0.001325,beta0 > 2: economic manifold splits into multiple islands
2008-09-29,437,6,389,4.342969,red,green,-1.054,0.000,0.543705,0.032062,aapl:0.010978;bac:0.006452;jpm:0.006057,beta0 > 2: economic manifold splits into multiple islands
2008-09-30,438,7,390,4.320952,red,green,-0.325,0.000,0.572732,0.033141,c:0.005720;bac:0.005225;jpm:0.004953,beta0 > 2: economic manifold splits into multiple islands
2008-10-01,439,8,391,4.304883,red,green,0.405,0.000,0.557393,0.033326,ibm:0.002604;c:0.002256;wmt:0.001341,beta0 > 2: economic manifold splits into multiple islands
2008-10-02,440,8,391,4.304883,red,green,0.405,0.000,0.554786,0.033506,ge:0.002997;aapl:0.002015;jpm:0.001207,beta0 > 2: economic manifold splits into multiple islands
2008-10-03,441,7,390,4.320952,red,green,-0.325,0.000,0.556100,0.033936,c:0.007132;jpm:0.002382;bac:0.001500,beta0 > 2: economic manifold splits into multiple islands
2008-10-06,442,8,391,4.304883,red,green,0.405,0.000,0.559500,0.034288,msft:0.001668;mcd:0.001487;c:0.001102,beta0 > 2: economic manifold splits into multiple islands
2008-10-07,443,9,392,4.292778,red,yellow,1.134,0.000,0.584342,0.035432,bac:0.009700;aapl:0.003028;c:0.002702,beta0 > 2: economic manifold splits into multiple islands
2008-10-08,444,9,392,4.292778,red,yellow,1.134,0.000,0.585949,0.035489,ibm:0.001948;ko:0.001429;msft:0.001303,beta0 > 2: economic manifold splits into multiple islands
2008-10-09,445,11,394,4.276129,red,red,2.592,0.000,0.596993,0.036131,bac:0.008894;jpm:0.006076;xom:0.005850,beta0 > 2: economic manifold splits into multiple islands
2008-10-10,446,12,395,4.270323,red,red,3.322,0.000,0.571096,0.036642,ge:0.005848;gs:0.004471;bac:0.004158,beta0 > 2: economic manifold splits into multiple islands
2008-10-13,447,12,395,4.270323,red,red,3.322,0.000,0.608590,0.040101,gs:0.013711;msft:0.012444;xom:0.010052,beta0 > 2: economic manifold splits into multiple islands
2008-10-14,448,13,396,4.265678,red,red,4.051,0.000,0.572329,0.041108,pep:0.007121;c:0.006250;bac:0.004516,beta0 > 2: economic manifold splits into multiple islands
2008-10-15,449,14,397,4.261945,red,red,4.780,0.000,0.584723,0.042068,xom:0.006272;bac:0.004560;c:0.004521,beta0 > 2: economic manifold splits into multiple islands
2008-10-16,450,15,398,4.258940,red,red,5.509,0.000,0.586210,0.042662,xom:0.004853;wmt:0.004483;mcd:0.002133,beta0 > 2: economic manifold splits into multiple islands
2008-10-17,451,15,398,4.258940,red,red,5.509,0.000,0.584637,0.042552,hd:0.001247;bac:0.001207;jpm:0.001130,beta0 > 2: economic manifold splits into multiple islands
2008-10-20,452,16,399,4.256525,red,red,6.239,0.000,0.589077,0.042985,xom:0.003465;pep:0.001969;mcd:0.001854,beta0 > 2: economic manifold splits into multiple islands
2008-10-21,453,16,399,4.256525,red,red,6.239,0.000,0.587219,0.043052,msft:0.001011;xom:0.000924;ge:0.000915,beta0 > 2: economic manifold splits into multiple islands
2008-10-22,454,16,399,4.256525,red,red,6.239,0.000,0.584572,0.043287,bac:0.005265;xom:0.003263;msft:0.002823,beta0 > 2: economic manifold splits into multiple islands
2008-10-23,455,15,398,4.258940,red,red,5.509,0.000,0.578700,0.043427,xom:0.001900;gs:0.001469;ko:0.001420,beta0 > 2: economic manifold splits into multiple islands
2008-10-24,456,11,394,4.276129,red,red,2.592,0.000,0.583939,0.043683,c:0.001913;bac:0.001667;gs:0.001655,beta0 > 2: economic manifold splits into multiple islands
2008-10-27,457,10,393,4.283446,red,orange,1.863,0.000,0.584589,0.043819,gs:0.001624;ko:0.001069;jpm:0.000927,beta0 > 2: economic manifold splits into multiple islands
2008-10-28,458,11,394,4.276129,red,red,2.592,0.000,0.618015,0.046087,hd:0.006841;xom:0.005551;wmt:0.005150,beta0 > 2: economic manifold splits into multiple islands
2008-10-29,459,11,394,4.276129,red,red,2.592,0.000,0.610254,0.046017,c:0.001844;jpm:0.001654;jnj:0.001381,beta0 > 2: economic manifold splits into multiple islands
2008-10-30,460,10,393,4.283446,red,orange,1.863,0.000,0.607114,0.046217,gs:0.001436;jpm:0.001422;hd:0.001348,beta0 > 2: economic manifold splits into multiple islands
2008-10-31,461,10,393,4.283446,red,orange,1.863,0.000,0.607128,0.046250,jpm:0.003141;wmt:0.002311;bac:0.002047,beta0 > 2: economic manifold splits into multiple islands
2008-11-03,462,11,394,4.276129,red,red,2.592,0.000,0.603872,0.046050,hd:0.002838;mcd:0.002318;ge:0.001146,beta0 > 2: economic manifold splits into multiple islands
2008-11-04,463,10,393,4.283446,red,orange,1.863,0.000,0.607002,0.046275,ge:0.002286;gs:0.001562;msft:0.001164,beta0 > 2: economic manifold splits into multiple islands
2008-11-05,464,10,393,4.283446,red,orange,1.863,0.000,0.617325,0.046638,c:0.002760;aapl:0.002002;msft:0.001831,beta0 > 2: economic manifold splits into multiple islands
2008-11-06,465,10,393,4.283446,red,orange,1.863,0.000,0.621970,0.046925,ge:0.002061;gs:0.001602;xom:0.001488,beta0 > 2: economic manifold splits into multiple islands
2008-11-07,466,10,393,4.283446,red,orange,1.863,0.000,0.621041,0.047054,xom:0.001817;jnj:0.001186;ko:0.001145,beta0 > 2: economic manifold splits into multiple islands
2008-11-10,467,10,393,4.283446,red,orange,1.863,0.000,0.620178,0.047122,gs:0.001717;c:0.001428;bac:0.001278,beta0 > 2: economic manifold splits into multiple islands
2008-11-11,468,10,393,4.283446,red,orange,1.863,0.000,0.618905,0.047154,gs:0.001554;jpm:0.000720;ko:0.000488,beta0 > 2: economic manifold splits into multiple islands
2008-11-12,469,10,393,4.283446,red,orange,1.863,0.000,0.625227,0.047554,gs:0.002621;c:0.002375;ge:0.002088,beta0 > 2: economic manifold splits into multiple islands
2008-11-13,470,10,393,4.283446,red,orange,1.863,0.000,0.629763,0.048387,hd:0.005137;jnj:0.003606;xom:0.002719,beta0 > 2: economic manifold splits into multiple islands
2008-11-14,471,10,393,4.283446,red,orange,1.863,0.000,0.631900,0.048704,hd:0.002554;jpm:0.001511;aapl:0.001414,beta0 > 2: economic manifold splits into multiple islands
2008-11-17,472,10,393,4.283446,red,orange,1.863,0.000,0.630946,0.048738,bac:0.002463;c:0.001880;jpm:0.001600,beta0 > 2: economic manifold splits into multiple islands
2008-11-18,473,10,393,4.283446,red,orange,1.863,0.000,0.628452,0.048820,ibm:0.001240;xom:0.001175;hd:0.001160,beta0 > 2: economic manifold splits into multiple islands
2008-11-19,474,10,393,4.283446,red,orange,1.863,0.000,0.634562,0.049655,c:0.008817;bac:0.004028;jpm:0.003640,beta0 > 2: economic manifold splits into multiple islands
2008-11-20,475,9,392,4.292778,red,yellow,1.134,0.000,0.640236,0.050681,c:0.010132;jpm:0.006728;bac:0.004112,beta0 > 2: economic manifold splits into multiple islands
2008-11-21,476,9,392,4.292778,red,yellow,1.134,0.000,0.633855,0.051609,c:0.006547;msft:0.004670;pep:0.003486,beta0 > 2: economic manifold splits into multiple islands
2008-11-24,477,10,393,4.283446,red,orange,1.863,0.000,0.635302,0.055098,c:0.036181;gs:0.012601;bac:0.011776,beta0 > 2: economic manifold splits into multiple islands
2008-11-25,478,10,393,4.283446,red,orange,1.863,0.000,0.632937,0.055200,jpm:0.001774;gs:0.001496;pep:0.000837,beta0 > 2: economic manifold splits into multiple islands
2008-11-26,479,10,393,4.283446,red,orange,1.863,0.000,0.635018,0.055469,c:0.004051;gs:0.001399;aapl:0.001110,beta0 > 2: economic manifold splits into multiple islands
2008-11-28,480,10,393,4.283446,red,orange,1.863,0.000,0.632120,0.055634,c:0.006007;bac:0.002131;ge:0.002122,beta0 > 2: economic manifold splits into multiple islands
2008-12-01,481,9,392,4.292778,red,yellow,1.134,0.000,0.646150,0.056868,bac:0.007491;c:0.007194;jpm:0.006526,beta0 > 2: economic manifold splits into multiple islands
2008-12-02,482,9,392,4.292778,red,yellow,1.134,0.000,0.644503,0.057144,ge:0.004134;c:0.001590;bac:0.001408,beta0 > 2: economic manifold splits into multiple islands
2008-12-03,483,9,392,4.292778,red,yellow,1.134,0.000,0.647337,0.057310,c:0.002831;bac:0.002517;gs:0.002196,beta0 > 2: economic manifold splits into multiple islands
2008-12-04,484,9,392,4.292778,red,yellow,1.134,0.000,0.645526,0.057413,ibm:0.001141;xom:0.001115;aapl:0.001007,beta0 > 2: economic manifold splits into multiple islands
2008-12-05,485,8,391,4.304883,red,green,0.405,0.000,0.647396,0.057647,wmt:0.001346;gs:0.001168;bac:0.001050,beta0 > 2: economic manifold splits into multiple islands
2008-12-08,486,7,390,4.320952,red,green,-0.325,0.000,0.644749,0.058105,bac:0.004977;c:0.002843;gs:0.002784,beta0 > 2: economic manifold splits into multiple islands
2008-12-09,487,7,390,4.320952,red,green,-0.325,0.000,0.645585,0.057693,bac:0.006133;c:0.004048;gs:0.002113,beta0 > 2: economic manifold splits into multiple islands
2008-12-10,488,7,390,4.320952,red,green,-0.325,0.000,0.646139,0.057575,bac:0.003251;jpm:0.002873;hd:0.001549,beta0 > 2: economic manifold splits into multiple islands
2008-12-11,489,7,390,4.320952,red,green,-0.325,0.000,0.642630,0.057304,gs:0.003633;aapl:0.001763;wmt:0.000976,beta0 > 2: economic manifold splits into multiple islands
2008-12-12,490,7,390,4.320952,red,green,-0.325,0.000,0.640645,0.056806,c:0.005111;bac:0.003465;jpm:0.003074,beta0 > 2: economic manifold splits into multiple islands
2008-12-15,491,7,390,4.320952,red,green,-0.325,0.000,0.648216,0.055728,bac:0.009273;c:0.008596;gs:0.008173,beta0 > 2: economic manifold splits into multiple islands
2008-12-16,492,7,390,4.320952,red,green,-0.325,0.000,0.652152,0.056010,gs:0.005506;jpm:0.004455;c:0.003313,beta0 > 2: economic manifold splits into multiple islands
2008-12-17,493,7,390,4.320952,red,green,-0.325,0.000,0.651600,0.056050,aapl:0.001012;c:0.000902;hd:0.000495,beta0 > 2: economic manifold splits into multiple islands
2008-12-18,494,7,390,4.320952,red,green,-0.325,0.000,0.651090,0.056121,ge:0.001976;xom:0.001295;gs:0.001236,beta0 > 2: economic manifold splits into multiple islands
2008-12-19,495,7,390,4.320952,red,green,-0.325,0.000,0.649060,0.055990,jpm:0.001753;c:0.001390;bac:0.001061,beta0 > 2: economic manifold splits into multiple islands
2008-12-22,496,7,390,4.320952,red,green,-0.325,0.000,0.649444,0.055867,jpm:0.003477;bac:0.002004;c:0.001374,beta0 > 2: economic manifold splits into multiple islands
2008-12-23,497,8,391,4.304883,red,green,0.405,0.000,0.641677,0.054812,aapl:0.007906;jpm:0.004406;bac:0.004236,beta0 > 2: economic manifold splits into multiple islands
2008-12-24,498,9,392,4.292778,red,yellow,1.134,0.000,0.634752,0.054039,jpm:0.004100;bac:0.003728;c:0.003591,beta0 > 2: economic manifold splits into multiple islands
2008-12-26,499,9,392,4.292778,red,yellow,1.134,0.000,0.640726,0.053750,c:0.003349;bac:0.002676;ibm:0.001756,beta0 > 2: economic manifold splits into multiple islands
2008-12-29,500,9,392,4.292778,red,yellow,1.134,0.000,0.643022,0.053536,aapl:0.002614;ge:0.002505;ibm:0.001277,beta0 > 2: economic manifold splits into multiple islands
2008-12-30,501,9,392,4.292778,red,yellow,1.134,0.000,0.643705,0.053405,c:0.005564;jpm:0.002401;gs:0.002235,beta0 > 2: economic manifold splits into multiple islands
2008-12-31,502,9,392,4.292778,red,yellow,1.134,0.000,0.643247,0.053259,bac:0.002381;mcd:0.001690;msft:0.001397,beta0 > 2: economic manifold splits into multiple islands
2009-01-02,503,9,392,4.292778,red,yellow,1.134,0.000,0.639882,0.052551,bac:0.011016;c:0.003921;aapl:0.003343,beta0 > 2: economic manifold splits into multiple islands
2009-01-05,504,9,392,4.292778,red,yellow,1.134,0.000,0.640480,0.052482,jpm:0.001612;ibm:0.001450;bac:0.001168,beta0 > 2: economic manifold splits into multiple islands
2009-01-06,505,10,393,4.283446,red,orange,1.863,0.000,0.632173,0.051632,xom:0.003773;bac:0.003387;c:0.003043,beta0 > 2: economic manifold splits into multiple islands
2009-01-07,506,10,393,4.283446,red,orange,1.863,0.000,0.651421,0.051059,ge:0.005431;jpm:0.005127;aapl:0.003205,beta0 > 2: economic manifold splits into multiple islands
2009-01-08,507,9,392,4.292778,red,yellow,1.134,0.000,0.636692,0.048676,gs:0.011306;msft:0.008843;xom:0.007224,beta0 > 2: economic manifold splits into multiple islands
2009-01-09,508,8,391,4.304883,red,green,0.405,0.000,0.662791,0.047848,bac:0.006451;c:0.006421;pep:0.005619,beta0 > 2: economic manifold splits into multiple islands
2009-01-12,509,7,390,4.320952,red,green,-0.325,0.000,0.655183,0.047069,xom:0.005626;mcd:0.003332;wmt:0.003073,beta0 > 2: economic manifold splits into multiple islands
2009-01-13,510,6,389,4.342969,red,green,-1.054,0.000,0.653586,0.046592,xom:0.003812;wmt:0.003665;mcd:0.001985,beta0 > 2: economic manifold splits into multiple islands
2009-01-14,511,6,389,4.342969,red,green,-1.054,0.000,0.657485,0.046877,c:0.006048;ge:0.001138;hd:0.000941,beta0 > 2: economic manifold splits into multiple islands
2009-01-15,512,6,389,4.342969,red,green,-1.054,0.000,0.650479,0.046781,bac:0.006661;c:0.004121;xom:0.003231,beta0 > 2: economic manifold splits into multiple islands
2009-01-16,513,6,389,4.342969,red,green,-1.054,0.000,0.647458,0.046756,bac:0.003536;aapl:0.001912;msft:0.001744,beta0 > 2: economic manifold splits into multiple islands
2009-01-20,514,6,389,4.342969,red,green,-1.054,0.000,0.654857,0.047592,bac:0.011081;jpm:0.006652;gs:0.006163,beta0 > 2: economic manifold splits into multiple islands
2009-01-21,515,7,390,4.320952,red,green,-0.325,0.000,0.650452,0.049432,bac:0.014478;c:0.012434;jpm:0.011017,beta0 > 2: economic manifold splits into multiple islands
2009-01-22,516,8,391,4.304883,red,green,0.405,0.000,0.637166,0.049574,msft:0.004326;c:0.002309;aapl:0.002295,beta0 > 2: economic manifold splits into multiple islands
2009-01-23,517,8,391,4.304883,red,green,0.405,0.000,0.630923,0.049692,c:0.003511;ge:0.003430;bac:0.002951,beta0 > 2: economic manifold splits into multiple islands
2009-01-26,518,7,390,4.320952,red,green,-0.325,0.000,0.601869,0.047439,xom:0.006014;wmt:0.005986;pg:0.005130,beta0 > 2: economic manifold splits into multiple islands
2009-01-27,519,7,390,4.320952,red,green,-0.325,0.000,0.606553,0.047447,bac:0.002716;c:0.002094;ge:0.001616,beta0 > 2: economic manifold splits into multiple islands
2009-01-28,520,6,389,4.342969,red,green,-1.054,0.000,0.613937,0.047766,c:0.004985;gs:0.004257;bac:0.003748,beta0 > 2: economic manifold splits into multiple islands
2009-01-29,521,6,389,4.342969,red,green,-1.054,0.000,0.618343,0.047784,jpm:0.003365;bac:0.002478;c:0.001931,beta0 > 2: economic manifold splits into multiple islands
2009-01-30,522,6,389,4.342969,red,green,-1.054,0.000,0.619797,0.047879,pg:0.002428;c:0.002185;hd:0.001204,beta0 > 2: economic manifold splits into multiple islands
2009-02-02,523,6,389,4.342969,red,green,-1.054,0.000,0.614764,0.047695,ge:0.002881;bac:0.002285;hd:0.001413,beta0 > 2: economic manifold splits into multiple islands
2009-02-03,524,6,389,4.342969,red,green,-1.054,0.000,0.602561,0.047363,c:0.002359;aapl:0.002343;msft:0.002027,beta0 > 2: economic manifold splits into multiple islands
2009-02-04,525,6,389,4.342969,red,green,-1.054,0.000,0.596820,0.047081,gs:0.002639;ge:0.002031;c:0.001941,beta0 > 2: economic manifold splits into multiple islands
2009-02-05,526,6,389,4.342969,red,green,-1.054,0.000,0.598666,0.047019,gs:0.001632;xom:0.001399;jnj:0.001206,beta0 > 2: economic manifold splits into multiple islands
2009-02-06,527,6,389,4.342969,red,green,-1.054,0.000,0.603106,0.047599,bac:0.011537;jpm:0.004298;c:0.003421,beta0 > 2: economic manifold splits into multiple islands
2009-02-09,528,6,389,4.342969,red,green,-1.054,0.000,0.594026,0.047902,ge:0.006069;bac:0.004096;pep:0.001319,beta0 > 2: economic manifold splits into multiple islands
2009-02-10,529,6,389,4.342969,red,green,-1.054,0.000,0.596481,0.048044,bac:0.003745;jpm:0.001523;c:0.001413,beta0 > 2: economic manifold splits into multiple islands
2009-02-11,530,5,388,4.374506,red,green,-1.783,0.000,0.588895,0.047205,hd:0.005270;jnj:0.004259;xom:0.004142,beta0 > 2: economic manifold splits into multiple islands
2009-02-12,531,5,388,4.374506,red,green,-1.783,0.000,0.577477,0.046899,ko:0.003539;hd:0.002513;aapl:0.002352,beta0 > 2: economic manifold splits into multiple islands
2009-02-13,532,5,388,4.374506,red,green,-1.783,0.000,0.575367,0.046805,gs:0.001837;bac:0.000849;msft:0.000749,beta0 > 2: economic manifold splits into multiple islands
2009-02-17,533,5,388,4.374506,red,green,-1.783,0.000,0.579015,0.047243,gs:0.003405;jpm:0.003200;bac:0.003039,beta0 > 2: economic manifold splits into multiple islands
2009-02-18,534,5,388,4.374506,red,green,-1.783,0.000,0.563729,0.046430,c:0.006222;gs:0.003218;ge:0.003194,beta0 > 2: economic manifold splits into multiple islands
2009-02-19,535,7,390,4.320952,red,green,-0.325,0.000,0.542080,0.045464,jpm:0.005444;c:0.005297;ge:0.002690,beta0 > 2: economic manifold splits into multiple islands
2009-02-20,536,6,389,4.342969,red,green,-1.054,0.000,0.544867,0.044391,xom:0.005604;msft:0.005447;pep:0.004555,beta0 > 2: economic manifold splits into multiple islands
2009-02-23,537,5,388,4.374506,red,green,-1.783,0.000,0.531058,0.041221,c:0.031502;gs:0.013257;bac:0.010148,beta0 > 2: economic manifold splits into multiple islands
2009-02-24,538,5,388,4.374506,red,green,-1.783,0.000,0.547469,0.042062,bac:0.007100;c:0.007036;gs:0.004359,beta0 > 2: economic manifold splits into multiple islands
2009-02-25,539,5,388,4.374506,red,green,-1.783,0.000,0.542080,0.041763,c:0.005329;hd:0.002068;gs:0.001921,beta0 > 2: economic manifold splits into multiple islands
2009-02-26,540,5,388,4.374506,red,green,-1.783,0.000,0.540489,0.041591,c:0.006111;ge:0.001603;pep:0.001208,beta0 > 2: economic manifold splits into multiple islands
2009-02-27,541,5,388,4.374506,red,green,-1.783,0.000,0.485075,0.040946,c:0.010302;gs:0.006614;jpm:0.006307,beta0 > 2: economic manifold splits into multiple islands
2009-03-02,542,5,388,4.374506,red,green,-1.783,0.000,0.490048,0.040836,c:0.006286;ge:0.006233;bac:0.004322,beta0 > 2: economic manifold splits into multiple islands
2009-03-03,543,5,388,4.374506,red,green,-1.783,0.000,0.476491,0.040597,ge:0.002225;ko:0.002151;gs:0.001826,beta0 > 2: economic manifold splits into multiple islands
2009-03-04,544,5,388,4.374506,red,green,-1.783,0.000,0.477702,0.040563,jpm:0.002408;aapl:0.001626;ibm:0.001444,beta0 > 2: economic manifold splits into multiple islands
2009-03-05,545,5,388,4.374506,red,green,-1.783,0.000,0.469342,0.040672,jpm:0.004886;bac:0.003238;c:0.002373,beta0 > 2: economic manifold splits into multiple islands
2009-03-06,546,4,387,4.422704,red,green,-2.512,0.000,0.463013,0.040234,bac:0.005830;jpm:0.003426;gs:0.003000,beta0 > 2: economic manifold splits into multiple islands
2009-03-09,547,4,387,4.422704,red,green,-2.512,0.000,0.450860,0.040391,bac:0.007559;ge:0.002162;jpm:0.001532,beta0 > 2: economic manifold splits into multiple islands
2009-03-10,548,5,388,4.374506,red,green,-1.783,0.000,0.485896,0.042936,c:0.018453;bac:0.011219;jpm:0.010342,beta0 > 2: economic manifold splits into multiple islands
2009-03-11,549,5,388,4.374506,red,green,-1.783,0.000,0.479680,0.042884,jpm:0.003421;bac:0.002772;c:0.002634,beta0 > 2: economic manifold splits into multiple islands
2009-03-12,550,5,388,4.374506,red,green,-1.783,0.000,0.492832,0.043532,bac:0.005825;ge:0.004871;jpm:0.003750,beta0 > 2: economic manifold splits into multiple islands
2009-03-13,551,5,388,4.374506,red,green,-1.783,0.000,0.492507,0.043557,jpm:0.002168;c:0.002165;jnj:0.000973,beta0 > 2: economic manifold splits into multiple islands
2009-03-16,552,5,388,4.117182,red,green,-1.783,0.033,0.470794,0.043319,c:0.009056;gs:0.005278;jpm:0.004470,beta0 > 2: economic manifold splits into multiple islands
2009-03-17,553,5,388,4.374506,red,green,-1.783,0.000,0.478017,0.043547,jpm:0.002632;aapl:0.002563;c:0.002506,beta0 > 2: economic manifold splits into multiple islands
2009-03-18,554,5,388,4.374506,red,green,-1.783,0.000,0.480682,0.043989,c:0.007989;bac:0.007963;ge:0.002570,beta0 > 2: economic manifold splits into multiple islands
2009-03-19,555,5,388,4.374506,red,green,-1.783,0.000,0.480703,0.044183,c:0.002914;jpm:0.002095;bac:0.002005,beta0 > 2: economic manifold splits into multiple islands
2009-03-20,556,5,388,4.374506,red,green,-1.783,0.000,0.477060,0.044291,bac:0.002145;aapl:0.001489;jpm:0.001458,beta0 > 2: economic manifold splits into multiple islands
2009-03-23,557,5,388,4.374506,red,green,-1.783,0.000,0.512019,0.045934,jpm:0.010750;bac:0.009682;c:0.006179,beta0 > 2: economic manifold splits into multiple islands
2009-03-24,558,5,388,4.374506,red,green,-1.783,0.000,0.513322,0.046012,jpm:0.002562;bac:0.002354;c:0.001341,beta0 > 2: economic manifold splits into multiple islands
